Name,ID,Value,Value last updated,DOB,Age,Height (m),Nationality,Citizenship,Position,Other positions,Team,Last club,Since,Joined,Contract expiration,Market value history,Transfer history,Value Clean,Season,League
Yann Lienard,745341,€100k,"Dec 15, 2025","Mar 16, 2003",23,1.94,France,[],Goalkeeper,,Monaco,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,Ligue 1
Dan Sinaté,955354,€100k,"Mar 27, 2026","Jun 9, 2006",19,1.81,Mali,"['Mali', 'France']",Left-Back,"             0
0  Centre-Back",Angers SCO,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,Ligue 1
Matías Fernández-Pardo,724129,€30.00m,"Mar 27, 2026","Feb 3, 2005",21,1.88,Spain,"['Belgium', 'Spain']",Left Winger,"                0
0    Right Winger
1  Centre-Forward",Lille,,,"Aug 30, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",30000000.0,25/26,Ligue 1
Stephan Zagadou,1228317,€4.00m,"Mar 27, 2026","Oct 24, 2008",17,1.86,France,"[""Cote d'Ivoire"", 'France']",Centre-Back,,Le Havre AC,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,Ligue 1
Benjamin Leroy,124901,€100k,"Dec 15, 2025","Apr 7, 1989",37,1.84,France,[],Goalkeeper,,FC Lorient,,,"Jul 5, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,Ligue 1
Otávio,818495,€10.00m,"Dec 15, 2025","Apr 21, 2002",23,1.88,Brazil,['Brazil'],Centre-Back,"           0
0  Left-Back",Paris FC,,,"Jul 23, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,Ligue 1
Koffi Kouao,481513,€2.50m,"Dec 15, 2025","May 20, 1998",27,1.73,Cote d'Ivoire,"[""Cote d'Ivoire""]",Right-Back,"                0
0  Right Midfield
1       Left-Back",FC Metz,,,"Aug 12, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,25/26,Ligue 1
Jonathan Fischer,542452,€3.00m,"Dec 15, 2025","Nov 9, 2001",24,1.98,Denmark,[],Goalkeeper,,FC Metz,,,"Jul 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Emersonn,743599,€5.00m,"Mar 27, 2026","Jul 16, 2004",21,1.93,Brazil,[],Centre-Forward,,Toulouse,,,"Sep 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,25/26,Ligue 1
Pape Demba Diop,949113,€8.00m,"Mar 27, 2026","Sep 4, 2003",22,1.82,Senegal,['Senegal'],Central Midfield,"                    0
0  Defensive Midfield",Toulouse,,,"Jan 7, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,Ligue 1
Rémy Cabella,113707,€1.50m,"Dec 12, 2025","Mar 8, 1990",36,1.72,France,[],Attacking Midfield,,FC Nantes,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Théo De Percin,695422,€300k,"Dec 15, 2025","Feb 2, 2001",25,1.85,France,[],Goalkeeper,,AJ Auxerre,,,"Mar 17, 2021","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,25/26,Ligue 1
Mousa Tamari,551505,€8.00m,"Mar 27, 2026","Jun 10, 1997",28,1.78,Jordan,[],Right Winger,,Stade Rennais,,,"Feb 3, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,Ligue 1
Raphaël Le Guen,1166473,€50k,"Dec 15, 2025","Sep 1, 2006",19,1.96,France,['France'],Centre-Back,"                    0
0  Defensive Midfield",Stade Brestois,,,"Jan 21, 2026","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000.0,25/26,Ligue 1
Harouna Djibirin,1133929,€1.50m,"Mar 27, 2026","Nov 5, 2006",19,1.75,Cameroon,[],Right Winger,,Angers SCO,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Rafik Messali,883865,€1.50m,"Mar 27, 2026","Apr 28, 2003",22,1.77,Algeria,"['Algeria', 'France']",Right-Back,"                0
0  Right Midfield
1    Right Winger",Toulouse,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Jessy Deminguet,539232,€2.50m,"Dec 15, 2025","Jan 7, 1998",28,1.78,France,[],Central Midfield,,FC Metz,,,"Jul 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,25/26,Ligue 1
Daouda Guindo,671590,€3.00m,"Mar 27, 2026","Oct 14, 2002",23,1.83,Mali,[],Left-Back,,Stade Brestois,,,"Aug 26, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Marvin Senaya,830890,€3.00m,"Dec 15, 2025","Jan 28, 2001",25,1.81,Ghana,[],Right-Back,,AJ Auxerre,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Johann Lepenant,585973,€7.00m,"Dec 15, 2025","Oct 22, 2002",23,1.76,France,['France'],Defensive Midfield,"                  0
0  Central Midfield",FC Nantes,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,25/26,Ligue 1
Cléo Mélières,1099860,€200k,"Mar 27, 2026","Apr 13, 2005",21,1.75,France,['France'],Right-Back,"                0
0  Right Midfield",FC Metz,,,"Jul 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,25/26,Ligue 1
Achraf Laâziri,902862,€500k,"Dec 15, 2025","Jul 8, 2003",22,1.77,Morocco,['Morocco'],Left-Back,"               0
0  Left Midfield
1    Left Winger",Lyon,,,"Jul 1, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,25/26,Ligue 1
Dominik Greif,316884,€8.00m,"Dec 15, 2025","Apr 6, 1997",29,1.97,Slovakia,[],Goalkeeper,,Lyon,,,"Aug 18, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",8000000.0,25/26,Ligue 1
Lionel Mpasi-Nzau,164915,€400k,"Dec 15, 2025","Aug 1, 1994",31,1.82,DR Congo,[],Goalkeeper,,Le Havre AC,,,"Jul 13, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",400000.0,25/26,Ligue 1
Lamine Camara,918969,€35.00m,"Mar 27, 2026","Jan 1, 2004",22,1.73,Senegal,[],Central Midfield,,Monaco,,,"Jul 30, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,Ligue 1
Pavel Sulc,500053,€20.00m,"Mar 27, 2026","Dec 29, 2000",25,1.77,Czech Republic,[],Attacking Midfield,,Lyon,,,"Aug 4, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,Ligue 1
Bryan Okoh,539795,€2.50m,"Mar 27, 2026","May 16, 2003",22,1.91,Switzerland,[],Centre-Back,,AJ Auxerre,,,"Jan 29, 2026","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,25/26,Ligue 1
Bradley Barcola,708265,€70.00m,"Dec 15, 2025","Sep 2, 2002",23,1.82,France,[],Left Winger,,PSG,,,"Aug 31, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",70000000.0,25/26,Ligue 1
Otávio,818495,€10.00m,"Dec 15, 2025","Apr 21, 2002",23,1.88,Brazil,[],Centre-Back,,Paris FC,,,"Jul 23, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,Ligue 1
Abdoulaye Bamba,62351,€250k,"Dec 15, 2025","Apr 25, 1990",35,1.82,Cote d'Ivoire,[],Centre-Back,,Angers SCO,,,"Jan 1, 2017","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,25/26,Ligue 1
Paris Brunner,918414,€1.50m,"Dec 15, 2025","Feb 15, 2006",20,1.86,Germany,"['DR Congo', 'Germany']",Centre-Forward,"             0
0  Left Winger",Monaco,,,"Aug 16, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Jean-Victor Makengo,322305,€6.00m,"Mar 27, 2026","Jun 12, 1998",27,1.77,France,[],Attacking Midfield,,FC Lorient,,,"Jan 30, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,25/26,Ligue 1
Renato Marin,1041614,€500k,"Dec 15, 2025","Jul 10, 2006",19,1.9,Italy,[],Goalkeeper,,PSG,,,"Jul 17, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,25/26,Ligue 1
Daren Mosengo,1119880,€300k,"Mar 27, 2026","Aug 11, 2006",19,1.88,France,[],Defensive Midfield,,Le Havre AC,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,25/26,Ligue 1
Igor Silva,391720,€1.50m,"Mar 27, 2026","Aug 21, 1996",29,1.73,Brazil,['Brazil'],Right-Back,"                0
0     Centre-Back
1  Right Midfield",FC Lorient,,,"Jul 23, 2021","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Mathieu Cafaro,399383,€2.00m,"Dec 15, 2025","Mar 25, 1997",29,1.75,France,['France'],Right Winger,"                0
0     Left Winger
1  Right Midfield",Paris FC,,,"Feb 3, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,25/26,Ligue 1
Facundo Medina,474800,€18.00m,"Mar 27, 2026","May 28, 1999",26,1.84,Argentina,['Argentina'],Centre-Back,"           0
0  Left-Back",Marseille,,,"Jul 2, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,Ligue 1
Aiyegun Tosin,239647,€2.00m,"Dec 15, 2025","Jun 26, 1998",27,1.79,Benin,[],Centre-Forward,,FC Lorient,,,"Jul 25, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,25/26,Ligue 1
Boubacar Traoré,649020,€5.00m,"Dec 15, 2025","Aug 20, 2001",24,1.83,Mali,['Mali'],Defensive Midfield,"                  0
0  Central Midfield",FC Metz,,,"Jul 24, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,25/26,Ligue 1
Radoslaw Majecki,346546,€3.00m,"Mar 27, 2026","Nov 16, 1999",26,1.93,Poland,[],Goalkeeper,,Stade Brestois,,,"Aug 9, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Quinten Timber,420213,€25.00m,"Dec 2, 2025","Jun 17, 2001",24,1.79,Netherlands,[],Central Midfield,,Marseille,,,"Jan 23, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",25000000.0,25/26,Ligue 1
Ousmane Touré,990732,€500k,"Dec 15, 2025","Feb 18, 2005",21,1.87,France,[],Centre-Back,,Lille,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",500000.0,25/26,Ligue 1
Pape Sy,568728,€300k,"Dec 15, 2025","May 2, 1997",28,2.06,Senegal,[],Goalkeeper,,FC Metz,,,"Jul 26, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,25/26,Ligue 1
Melvin Zinga,548347,€300k,"Dec 15, 2025","Mar 16, 2002",24,1.87,France,['France'],Goalkeeper,,Angers SCO,,,"Jul 1, 2022","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",300000.0,25/26,Ligue 1
Mario Sauer,710885,€1.80m,"Dec 15, 2025","May 15, 2004",21,1.8,Slovakia,['Slovakia'],Central Midfield,"                    0
0  Attacking Midfield",Toulouse,,,"Jul 1, 2025",-,,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1800000.0,25/26,Ligue 1
Rémy Descamps,282028,€2.00m,"Dec 15, 2025","Jun 25, 1996",29,1.96,France,['France'],Goalkeeper,,Lyon,,,"Aug 23, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2000000.0,25/26,Ligue 1
Ismaël Doukouré,786436,€20.00m,"Mar 27, 2026","Jul 24, 2003",22,1.83,France,[],Centre-Back,,R. Strasbourg,,,"Jan 29, 2022","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,Ligue 1
Noah Nartey,802515,€15.00m,"Mar 27, 2026","Oct 5, 2005",20,1.8,Denmark,[],Attacking Midfield,,Lyon,,,"Jan 19, 2026","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,Ligue 1
Arnaud Nordin,324811,€4.00m,"Dec 19, 2025","Jun 17, 1998",27,1.7,France,"['Martinique', 'France']",Right Winger,"                0
0     Left Winger
1  Centre-Forward",Stade Rennais,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,Ligue 1
Jordan Teze,364245,€15.00m,"Mar 27, 2026","Sep 30, 1999",26,1.83,Netherlands,[],Right-Back,,Monaco,,,"Aug 20, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,Ligue 1
Rémy Riou,18940,€100k,"Dec 15, 2025","Aug 6, 1987",38,1.91,France,[],Goalkeeper,,Paris FC,,,"Jan 9, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,Ligue 1
Mathieu Gorgelin,60543,€250k,"Oct 21, 2025","Aug 5, 1990",35,1.87,France,['France'],Goalkeeper,,Lens,,,"Jan 19, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",250000.0,25/26,Ligue 1
Lucas Beraldo,872171,€20.00m,"Dec 15, 2025","Nov 24, 2003",22,1.86,Brazil,['Brazil'],Centre-Back,"                    0
0           Left-Back
1  Defensive Midfield",PSG,,,"Jan 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",20000000.0,25/26,Ligue 1
Valentin Rongier,332889,€9.00m,"Dec 15, 2025","Dec 7, 1994",31,1.73,France,[],Central Midfield,,Stade Rennais,,,"Jul 21, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",9000000.0,25/26,Ligue 1
Romain Del Castillo,353399,€7.00m,"Dec 15, 2025","Mar 29, 1996",30,1.72,France,[],Right Winger,,Stade Brestois,,,"Aug 31, 2021","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,25/26,Ligue 1
Florian Thauvin,184892,€5.00m,"Dec 15, 2025","Jan 26, 1993",33,1.81,France,[],Right Winger,,Lens,,,"Aug 8, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,25/26,Ligue 1
Osame Sahraoui,580657,€10.00m,"Dec 15, 2025","Jun 11, 2001",24,1.7,Morocco,"['Norway', 'Morocco']",Left Winger,"                    0
0  Attacking Midfield
1        Right Winger",Lille,,,"Aug 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,Ligue 1
Giorgi Kvilitaia,186233,€1.00m,"Dec 23, 2025","Oct 1, 1993",32,1.93,Georgia,['Georgia'],Centre-Forward,"                0
0  Second Striker",FC Metz,,,"Feb 2, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1000000.0,25/26,Ligue 1
Ben Chilwell,316125,€12.00m,"Dec 15, 2025","Dec 21, 1996",29,1.8,England,"['New Zealand', 'England']",Left-Back,"               0
0  Left Midfield",R. Strasbourg,,,"Sep 1, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,25/26,Ligue 1
Abdallah Sima,776798,€4.00m,"Dec 15, 2025","Jun 17, 2001",24,1.88,Senegal,[],Left Winger,,Lens,,,"Aug 29, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",4000000.0,25/26,Ligue 1
Endrick,971570,€35.00m,"Mar 27, 2026","Jul 21, 2006",19,1.73,Brazil,['Brazil'],Centre-Forward,"                0
0  Second Striker
1    Right Winger",Lyon,,,"Jan 1, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,Ligue 1
Kévin Danois,743496,€12.00m,"Mar 27, 2026","Jun 28, 2004",21,1.83,France,[],Central Midfield,,AJ Auxerre,,,"Jul 1, 2022","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",12000000.0,25/26,Ligue 1
Gonçalo Ramos,550550,€35.00m,"Dec 15, 2025","Jun 20, 2001",24,1.85,Portugal,['Portugal'],Centre-Forward,,PSG,,,"Jan 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",35000000.0,25/26,Ligue 1
Diego Coppola,660860,€10.00m,"Dec 9, 2025","Dec 28, 2003",22,1.93,Italy,"['Italy', 'Netherlands']",Centre-Back,,Paris FC,,,"Jan 29, 2026","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,Ligue 1
Jordan Teze,364245,€15.00m,"Mar 27, 2026","Sep 30, 1999",26,1.83,Netherlands,"['DR Congo', 'Netherlands']",Right-Back,"                    0
0         Centre-Back
1  Defensive Midfield",Monaco,,,"Aug 20, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,Ligue 1
Moustapha Mbow,649026,€6.00m,"Mar 27, 2026","Mar 8, 2000",26,1.92,Senegal,[],Centre-Back,,Paris FC,,,"Jul 20, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",6000000.0,25/26,Ligue 1
Hamed Traoré,391065,€15.00m,"Dec 15, 2025","Feb 16, 2000",26,1.77,Cote d'Ivoire,"[""Cote d'Ivoire""]",Left Winger,"                    0
0    Central Midfield
1  Attacking Midfield",Marseille,,,"Aug 29, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,Ligue 1
Calvin Verdonk,258364,€3.00m,"Dec 15, 2025","Apr 26, 1997",28,1.74,Indonesia,"['Indonesia', 'Netherlands']",Left-Back,"               0
0    Centre-Back
1  Left Midfield",Lille,,,"Sep 1, 2025","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Reda Khadra,405686,€1.50m,"Mar 27, 2026","Jul 4, 2001",24,1.75,Germany,[],Attacking Midfield,,Le Havre AC,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Reda Khadra,405686,€1.50m,"Mar 27, 2026","Jul 4, 2001",24,1.75,Germany,"['Lebanon', 'Germany']",Attacking Midfield,"              0
0  Right Winger
1   Left Winger",Le Havre AC,,,"Sep 1, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Mohamed Abdelmonem,566025,€3.00m,"Dec 15, 2025","Feb 1, 1999",27,1.83,Egypt,['Egypt'],Centre-Back,,Nice,,,"Aug 29, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3000000.0,25/26,Ligue 1
Pierrick Capelle,214532,€200k,"Dec 15, 2025","Apr 15, 1987",38,1.81,France,[],Central Midfield,,Angers SCO,,,"Jul 1, 2015","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",200000.0,25/26,Ligue 1
Matvey Safonov,318470,€22.00m,"Mar 27, 2026","Feb 25, 1999",27,1.92,Russia,['Russia'],Goalkeeper,,PSG,,,"Jul 1, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",22000000.0,25/26,Ligue 1
Elisha Owusu,395695,€3.50m,"Dec 15, 2025","Nov 7, 1997",28,1.82,Ghana,[],Defensive Midfield,,AJ Auxerre,,,"Jan 16, 2023","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",3500000.0,25/26,Ligue 1
Guéla Doué,711980,€18.00m,"Dec 15, 2025","Oct 17, 2002",23,1.86,Cote d'Ivoire,[],Right-Back,,R. Strasbourg,,,"Jul 26, 2024","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,Ligue 1
Nabil Bentaleb,245537,€5.00m,"Dec 15, 2025","Nov 24, 1994",31,1.87,Algeria,[],Defensive Midfield,,Lille,,,"Aug 28, 2023","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",5000000.0,25/26,Ligue 1
Przemyslaw Frankowski,239743,€7.00m,"Dec 15, 2025","Apr 12, 1995",31,1.75,Poland,[],Right-Back,,Stade Rennais,,,"Aug 5, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",7000000.0,25/26,Ligue 1
Mohammed Salisu,563963,€10.00m,"Dec 15, 2025","Apr 17, 1999",26,1.88,Ghana,[],Centre-Back,,Monaco,,,"Aug 1, 2023","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",10000000.0,25/26,Ligue 1
Senny Mayulu,903693,€40.00m,"Dec 15, 2025","May 17, 2006",19,1.83,France,"['DR Congo', 'France']",Central Midfield,"                    0
0  Attacking Midfield
1      Centre-Forward",PSG,,,"Jan 1, 2024","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",40000000.0,25/26,Ligue 1
Moussa Niakhaté,291200,€18.00m,"Mar 27, 2026","Mar 8, 1996",30,1.9,Senegal,[],Centre-Back,,Lyon,,,"Jul 4, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",18000000.0,25/26,Ligue 1
Ayyoub Bouaddi,1097139,€50.00m,"Mar 27, 2026","Oct 2, 2007",18,1.86,France,[],Central Midfield,,Lille,,,"Jul 1, 2023","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",50000000.0,25/26,Ligue 1
Lasso Coulibaly,658534,€900k,"Dec 15, 2025","Oct 19, 2002",23,1.76,Cote d'Ivoire,[],Right Winger,,AJ Auxerre,,,"Jul 1, 2024","Jun 30, 2028",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",900000.0,25/26,Ligue 1
Youssef El Arabi,96533,€150k,"Dec 15, 2025","Feb 3, 1987",39,1.83,Morocco,[],Centre-Forward,,FC Nantes,,,"Jul 18, 2025","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",150000.0,25/26,Ligue 1
Amine Sbaï,851220,€2.50m,"Mar 27, 2026","Nov 5, 2000",25,1.75,Morocco,"['Morocco', 'France']",Left Winger,"              0
0  Right Winger",Angers SCO,,,"Oct 8, 2025","Jun 30, 2027",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",2500000.0,25/26,Ligue 1
Gabin Bernardeau,1254786,€1.50m,"Mar 27, 2026","Jan 24, 2006",20,1.81,France,[],Attacking Midfield,,Nice,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Francisco Sierralta,371436,€1.50m,"Dec 15, 2025","May 6, 1997",28,1.92,Chile,"['Spain', 'Chile']",Centre-Back,"                    0
0          Right-Back
1  Defensive Midfield",AJ Auxerre,,,"Jul 1, 2025","Jun 30, 2029",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",1500000.0,25/26,Ligue 1
Lucas Høgsberg,926978,€15.00m,"Mar 27, 2026","Jun 23, 2006",19,1.87,Denmark,['Denmark'],Centre-Back,"            0
0  Right-Back
1   Left-Back",R. Strasbourg,,,"Aug 9, 2025","Jun 30, 2030",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",15000000.0,25/26,Ligue 1
Marc-Aurèle Caillard,205465,€100k,"Dec 15, 2025","May 12, 1994",31,1.92,France,[],Goalkeeper,,Lille,,,"Aug 30, 2024","Jun 30, 2026",,"Empty DataFrame
Columns: [Season, Date, Left, Joined, MV, Fee]
Index: []",100000.0,25/26,Ligue 1
